Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
00017994,Mature,Good,No,,12694.3,240.4,7.1,454.5
00007120,Mature,Good,No,,9692.95,334.0,9.9,377.9
00004858,Mature,Good,No,,5505.15,95.2,4.2,74.4
00017987,Mature,Fair,No,,22843.71,446.3,9.1,162.2
00059710,Middle aged,Fair,No,,5221.42,,,
00000551,Mature,Good,No,,15224.1,436.7,11.7,603.9
00060291,,,No,,,,,
00001789,Middle aged,Good,No,,2097.2,67.2,4.1,61.7
00055612,Juvenile,Fair,No,,524.3,3.7,0.7,33.3
00019049,Juvenile,Good,No,,9819.53,119.5,3.7,136.3
00018310,Mature,Fair,No,,24535.28,554.2,10.2,86.7
00039209,Mature,Good,No,,21576.11,633.9,15.5,381.7
00016411,Mature,Fair,No,,6766.27,169.2,6.0,169.3
00054089,Mature,Good,No,,10385.3,383.6,12.4,88.5
00012610,Middle aged,Good,No,,3804.59,110.6,5.3,151.0
00006430,Mature,Good,No,,34918.79,882.8,18.8,352.1
00014227,Mature,Fair,No,,7257.13,131.8,4.5,15.9
00032482,Middle aged,Good,No,,4660.44,52.6,3.0,96.1
00021033,Mature,Good,No,,19884.55,269.8,6.5,202.5
00055592,Mature,Fair,No,,1657.04,46.6,3.2,67.7
00016373,Mature,Good,No,,28312.17,768.4,17.3,454.5
00002152,Mature,Fair,No,,12411.54,458.5,11.4,330.2
00057024,Juvenile,Good,No,,153.43,0.9,0.3,5.1
00049645,Middle aged,Fair,No,,233.02,3.8,0.7,9.2
00056247,Juvenile,Good,No,,258.91,4.2,0.9,10.8
00038293,Middle aged,Good,No,,1657.04,40.0,3.0,10.7
00057484,Juvenile,Fair,No,,0.0,,,
00027218,Mature,Fair,No,,5645.27,182.6,6.3,169.3
00036250,Mature,Good,No,,48944.34,,,
00051785,Middle aged,Fair,No,,2596.33,,,
00052589,Middle aged,Fair,No,,1841.16,42.2,2.8,31.7
00015906,Mature,Fair,No,,12995.54,455.4,11.3,76.0
00010649,Mature,Fair,No,,21576.11,544.0,10.8,363.3
00054680,Mature,Good,No,,9215.4,224.7,8.0,246.5
00054982,Juvenile,Good,No,,179.8,2.7,0.7,9.9
00008462,Juvenile,Good,No,,246.69,5.4,1.0,37.1
00016010,Middle aged,Fair,No,,3646.36,152.1,6.4,55.0
00017838,Mature,Good,No,,27273.29,865.8,18.6,1038.3
00000859,Middle aged,Fair,No,,8837.58,211.1,6.8,272.4
00042056,Middle aged,Good,No,,1127.71,,,
00056205,Middle aged,Good,No,,3883.7,40.8,2.9,31.5
00045071,Mature,Fair,No,,4641.26,119.8,3.6,236.1
00053434,Not Applicable,Not applicable,No,,13291.97,200.1,5.7,294.9
00055910,Juvenile,Good,No,,172.61,1.4,0.5,12.8
00002608,Mature,Good,No,,20419.63,698.6,16.3,401.1
00036365,Middle aged,Good,No,,1268.68,14.1,1.3,25.7
00033199,Middle aged,Good,No,,1456.39,19.9,2.0,35.0
00020435,Middle aged,Good,No,,18150.78,535.2,10.4,228.5
00049172,Juvenile,Good,No,,239.74,2.5,0.6,12.6
00049363,Middle aged,Fair,No,,2378.77,76.3,3.9,59.8
00005835,Mature,Fair,No,,22020.58,577.4,10.5,244.0
00017472,Middle aged,Good,No,,2621.5,38.1,1.8,155.2
00057227,Juvenile,Good,No,,179.8,2.3,0.6,4.2
00052263,Juvenile,Good,No,,161.82,2.7,0.7,3.5
00011501,Mature,Fair,No,,16915.67,862.9,17.7,319.3
00006073,Mature,Fair,No,,15979.27,269.7,6.8,347.7
00016272,Juvenile,Good,No,,719.2,14.8,1.9,3.5
00052921,Juvenile,Fair,No,,103.57,2.3,0.6,3.8
00032469,Middle aged,Good,No,,6041.31,167.3,7.0,60.8
00007089,Mature,Good,No,,17404.73,944.4,21.0,348.9
00005560,Mature,Fair,No,,2854.52,67.2,3.7,61.7
00014278,Mature,Fair,No,,2436.67,89.7,4.7,91.2
01100530,Middle aged,Fair,No,,1035.65,18.4,1.7,29.5
00019514,Veteran,Fair,No,,15112.27,328.3,8.6,98.3
00058371,Middle aged,Good,No,,161.82,,,
00020175,Mature,Fair,No,,14619.98,301.0,7.2,86.7
00011618,Middle aged,Fair,No,,6892.13,359.4,10.6,85.9
00022323,Mature,Dead,No,,6220.4,,,
00041227,Juvenile,Fair,No,,469.88,5.4,0.8,11.6
00059703,Juvenile,Good,No,,2114.46,,,
00055796,Juvenile,Good,No,,528.62,2.4,0.6,15.0
00015147,Mature,Good,No,,6911.55,224.7,8.0,378.8
00020820,Middle aged,Fair,No,,11893.83,160.6,5.4,162.7
00050202,Middle aged,Good,No,,1640.86,12.5,1.6,27.5
00058049,Juvenile,Good,No,,179.8,,,
00000413,Mature,Good,No,,19884.55,600.8,15.0,460.3
00002576,Mature,Good,No,,33899.31,1293.7,23.5,490.8
00050688,Juvenile,Good,No,,115.07,0.7,0.3,3.8
00060149,,,No,,,,,
00039273,Middle aged,Fair,No,,5523.49,252.3,8.6,39.3
00021678,Mature,Fair,No,,48944.34,930.3,13.8,450.6
00055305,Juvenile,Good,No,,172.61,1.2,0.4,5.1
00002812,Mature,Good,No,,28360.6,989.9,18.9,189.8
00016141,Mature,Good,No,,41943.97,1556.1,26.2,434.7
00013371,Middle aged,Good,No,,8165.48,156.1,6.8,91.6
00018446,Middle aged,Good,No,,13321.09,419.5,12.1,401.1
00008571,Mature,Good,No,,26253.82,589.0,13.2,685.4
00028118,Mature,Good,No,,11746.99,224.6,7.8,98.3
00001885,Middle aged,Fair,No,,10338.19,194.7,6.1,567.1
00004169,Mature,Good,No,,99689.74,3882.7,41.7,1451.0
00045175,Middle aged,Good,No,,1870.64,46.0,3.6,91.0
00036402,Mature,Fair,No,,1870.65,36.6,2.2,25.7
00047948,Juvenile,Fair,No,,1174.82,5.5,0.9,2.8
00019087,Mature,Fair,No,,3146.52,114.7,5.0,20.9
00022140,Mature,Poor,No,,24475.41,709.1,14.7,584.0
00037295,Middle aged,Good,No,,2097.2,40.0,3.0,23.0
00018645,Mature,Good,No,,17459.39,567.7,14.4,214.9
00012502,Mature,Fair,No,,9398.56,249.5,7.5,238.6
00032926,Middle aged,Good,No,,13126.91,319.7,9.7,366.7
00052358,Juvenile,Good,No,,179.8,2.7,0.7,3.5
00058698,Juvenile,Good,No,,153.43,,,
00050640,Juvenile,Good,No,,258.91,1.6,0.5,3.5
00021471,Over Mature,Poor,No,,12951.07,611.0,14.5,162.0
00037090,Middle aged,Good,No,,4281.79,20.8,2.1,86.7
00015628,Mature,Fair,No,,19641.82,426.4,8.8,86.7
00057442,Middle aged,Fair,No,,3806.03,84.1,4.2,31.4
00008552,Mature,Fair,No,,21447.74,458.5,11.4,1243.2
00035071,Mature,Good,No,,2378.77,89.7,5.3,57.0
00011899,Mature,Fair,No,,16708.54,478.4,10.8,407.9
00015167,Mature,Good,No,,12089.82,291.7,9.2,86.7
00021890,Middle aged,Good,No,,9942.27,122.0,4.8,319.9
00020233,Mature,Good,No,,151860.79,5554.7,23.0,1963.0
00014189,Middle aged,Good,No,,5834.18,102.4,4.9,105.3
00006046,Mature,Fair,No,,2013.77,80.3,4.4,50.8
00010205,Mature,Good,No,,12274.42,297.5,9.3,223.9
00050759,Juvenile,Good,No,,345.22,7.6,1.3,11.8
00021269,Mature,Fair,No,,40786.95,1324.8,22.1,465.4
00059341,Juvenile,Good,No,,,,,
00058363,Juvenile,Good,No,,107.88,,,
00026187,Mature,Good,No,,1747.67,53.4,3.6,26.8
00017206,Mature,Good,No,,27273.29,649.1,15.7,341.4
00001053,Mature,Fair,No,,21212.55,369.6,8.1,55.0
00001359,Mature,Good,No,,9942.27,6000.0,10.0,164.9
00009726,Middle aged,Good,No,,7258.2,166.4,7.0,122.3
00020164,Mature,Fair,No,,15957.69,407.2,10.5,185.6
00004785,Mature,Fair,No,,19064.66,572.1,12.0,341.4
00018165,Mature,Fair,No,,4228.92,181.9,7.2,234.5
00002326,Middle aged,Good,No,,2157.61,,,
00006927,Mature,Good,No,,27273.29,690.3,16.3,453.0
00016154,Mature,Good,No,,18855.6,745.6,17.0,125.4
00015191,Mature,Fair,No,,4233.95,198.5,7.5,67.7
00053716,Middle aged,Good,No,,3115.59,40.1,3.0,91.3
00010521,Mature,Good,No,,11968.27,518.4,14.8,334.1
00010047,Mature,Fair,No,,27494.69,1072.2,17.0,348.2
00000088,Mature,Good,No,,4536.38,138.0,6.3,91.7
00056514,Mature,Fair,No,,2876.81,,,
00016269,Mature,Good,No,,7482.59,293.5,10.7,276.3
00053022,Middle aged,Good,No,,1456.39,9.0,1.4,12.6
00052864,Juvenile,Good,No,,345.22,3.5,0.8,15.9
00006082,Mature,Good,No,,8165.48,,,
00005568,Middle aged,Good,No,,11893.83,152.7,4.9,215.2
00022397,Mature,Good,No,,14141.7,862.9,19.9,199.5
00012679,Mature,Fair,No,,16681.57,636.1,13.8,250.7
00057734,Middle aged,Fair,No,,647.28,21.2,1.7,207.0
00037621,Mature,Fair,No,,2596.33,65.3,3.4,162.0
00013918,Mature,Good,No,,41541.21,1980.7,29.7,445.2
00050126,Juvenile,Good,No,,414.26,1.5,0.5,3.3
00058364,Middle aged,Fair,No,,958.94,,,
00004106,Mature,Good,No,,12307.37,209.5,7.4,197.0
00003566,Mature,Good,No,,16708.54,490.4,12.4,335.4
00006249,Mature,Good,No,,15534.8,386.4,11.6,605.0
00007014,Mature,Good,No,,22020.58,,,
00047502,Juvenile,Fair,No,,873.84,,,
00013060,Mature,Good,No,,15292.07,477.8,13.0,87.5
00001009,Mature,Fair,No,,12531.41,443.7,11.1,128.8
00013930,Mature,Good,No,,35350.31,1117.3,19.6,747.4
00010774,Middle aged,Good,No,,1268.68,28.4,2.5,18.6
00043653,Juvenile,Fair,No,,3145.8,29.8,2.3,89.1
00059116,Juvenile,Good,No,,873.84,,,
00013375,Mature,Fair,No,,23681.94,285.1,7.0,164.9
00051508,Juvenile,Good,No,,4281.79,18.5,1.1,10.1
00011081,Mature,Fair,No,,19178.77,639.4,13.8,296.5
00022607,Mature,Good,No,,19641.82,457.7,10.9,273.4
00059054,Juvenile,Fair,No,,345.22,,,
00008710,Middle aged,Good,No,,9942.27,131.8,5.1,215.2
00057126,Juvenile,Good,No,,299.67,2.4,0.6,8.5
00054028,Middle aged,Fair,No,,3461.77,65.5,3.5,68.3
00003484,Middle aged,Good,No,,8811.14,242.6,8.8,294.6
00055616,Middle aged,Good,No,,3728.35,80.3,4.4,107.4
00045533,Mature,Fair,No,,1472.93,46.6,3.2,60.8
00015862,Middle aged,Fair,No,,16116.88,424.8,7.9,267.0
00034157,Middle aged,Fair,No,,2338.31,26.5,2.2,31.8
00057652,Juvenile,Dead,No,,115.07,,,
00007862,Juvenile,Dead,Yes,"Dead, dying",719.2,15.6,1.8,14.2
00002754,Middle aged,Fair,No,,24273.14,554.5,12.7,278.2
00056371,Juvenile,Good,No,,528.62,2.4,0.6,11.6
00019452,Mature,Good,No,,65285.0,2155.7,31.9,929.0
00000541,Mature,Fair,No,,63917.08,,,
00017960,Middle aged,Fair,No,,1380.87,7.7,1.0,12.6
00007057,Middle aged,Fair,No,,5443.66,198.5,7.5,328.7
00020884,Middle aged,Fair,No,,7612.06,113.3,4.4,93.4
00006742,Middle aged,Fair,No,,1242.78,20.2,1.8,54.5
00054991,Juvenile,Good,No,,239.74,2.4,0.6,9.9
00058764,Juvenile,Good,No,,,,,
00010319,Middle aged,Good,No,,3568.15,46.9,2.8,124.4
00041124,Middle aged,Fair,No,,2589.13,80.3,4.4,44.5
00021043,Middle aged,Good,No,,3452.18,63.4,3.9,50.8
00021716,Mature,Fair,No,,64.73,1.0,0.3,98.1
00057697,Juvenile,Good,No,,6472.84,97.2,3.4,50.2
00059360,Juvenile,Fair,No,,7.19,,,
00049849,Mature,Good,No,,21845.82,428.0,10.6,489.1
00018235,Middle aged,Good,No,,3883.7,41.6,2.6,109.0
00056566,Juvenile,Good,No,,388.37,,,
00056058,Middle aged,Good,No,,3480.95,84.5,4.7,79.6
00005181,Mature,Good,No,,33255.98,1339.1,23.9,464.1
00021781,Mature,Good,No,,69906.61,2324.2,33.2,904.4
00026528,Middle aged,Fair,No,,3452.18,70.6,3.8,111.9
00032033,Mature,Fair,No,,5221.42,,,
00060077,,,No,,,,,
00010049,Mature,Fair,No,,13532.54,432.5,10.2,371.2
00021472,Middle aged,Fair,No,,6766.27,145.5,5.6,97.2
00052379,Juvenile,Good,No,,215.76,2.4,0.6,3.5
00026322,Middle aged,Good,No,,13808.71,386.4,11.6,223.0
00019526,Mature,Good,No,,65285.0,1306.5,18.8,899.0
00013749,Middle aged,Good,No,,3883.7,71.2,4.3,168.4
00018167,Middle aged,Good,No,,2610.71,102.3,6.1,63.4
00009681,Mature,Fair,No,,11486.04,463.3,11.5,626.0
00003358,Middle aged,Fair,No,,2899.83,124.5,5.8,104.3
00058048,Juvenile,Good,No,,115.07,,,
00012228,Mature,Fair,No,,19641.82,496.3,10.1,156.6
00006077,Middle aged,Good,No,,6563.46,,,
00007935,Mature,Good,No,,24924.73,902.9,19.1,399.5
00049696,Middle aged,Good,No,,755.16,9.1,1.1,21.4
00019727,Mature,Good,No,,12583.19,187.5,6.2,331.2
00022580,Middle aged,Fair,No,,3452.18,35.5,2.5,71.5
00057398,Juvenile,Good,No,,239.74,,,
00015942,Mature,Fair,No,,60580.94,2654.3,28.4,368.2
00007627,Mature,Good,No,,2853.44,,,
00003841,Mature,Good,No,,51740.6,1627.2,27.0,823.5
00013813,Mature,Good,No,,56080.64,1777.9,28.4,1243.2
00019842,Mature,Good,No,,23681.94,779.6,17.5,427.5
00054265,Not Applicable,Good,No,,179.8,2.7,0.7,3.5
00033397,Middle aged,Good,No,,4045.52,138.3,6.8,122.4
00051470,Juvenile,Good,No,,258.91,3.7,0.8,2.6
00020236,Middle aged,Fair,No,,8738.33,122.0,4.3,344.6
00049097,Middle aged,Good,No,,1941.85,13.0,1.4,71.7
00015328,Mature,Good,No,,41352.78,1025.6,16.4,994.9
00058312,Middle aged,Fair,No,,2771.33,,,
00016866,Mature,Good,No,,14563.88,433.5,10.9,119.3
00015730,Mature,Fair,No,,51926.51,2278.1,27.7,106.8
00056244,Juvenile,Good,No,,233.02,4.3,0.9,9.9
00021405,Mature,Good,No,,4565.5,89.8,4.7,101.5
00046379,Middle aged,Fair,No,,979.01,9.7,1.1,27.3
00050009,Middle aged,Fair,No,,863.04,12.8,1.4,25.2
00056194,Juvenile,Fair,No,,719.2,12.5,1.4,9.9
00047501,Juvenile,Fair,No,,215.76,2.5,0.6,13.7
00048081,Juvenile,Good,No,,1035.65,23.1,2.4,31.7
00037074,Middle aged,Fair,No,,647.28,12.5,1.4,12.6
00001660,Mature,Fair,No,,5243.0,119.7,5.2,97.8
00020224,Mature,Good,No,,154085.82,4340.5,38.4,1788.6
00021266,Mature,Good,No,,101015.06,3503.8,43.9,785.3
00051766,Juvenile,Fair,No,,317.17,,,
00012691,Middle aged,Fair,No,,8738.33,112.6,4.1,164.9
00030348,Mature,Fair,No,,18131.49,388.0,8.4,220.8
00013934,Mature,Good,No,,38067.82,930.3,15.5,378.8
00010346,Middle aged,Good,No,,1268.68,19.7,2.0,18.6
00004424,Mature,Fair,No,,2088.57,84.5,4.2,79.6
00015299,Mature,Fair,No,,18797.11,301.0,7.2,378.8
00046352,Middle aged,Good,No,,2078.5,33.7,3.0,11.6
00002549,Mature,Fair,No,,12694.3,254.8,6.6,215.4
00005515,Mature,Good,No,,14020.16,213.0,6.7,276.7
00031471,Mature,Fair,No,,2097.2,61.4,3.8,25.4
00036324,Mature,Good,No,,7048.92,272.0,10.1,122.4
00052606,Middle aged,Good,No,,264.31,5.5,1.0,14.4
00059342,Juvenile,Good,No,,,,,
00006608,Mature,Fair,No,,18150.78,631.7,12.6,378.8
00048889,Middle aged,Good,No,,613.72,4.4,0.9,3.7
00057708,Juvenile,Good,No,,115.07,,,
00044240,Middle aged,Fair,No,,14507.78,287.9,8.1,199.7
00036267,Middle aged,Good,No,,2494.19,34.3,2.8,54.5
00052853,Juvenile,Good,No,,161.82,2.6,0.6,6.7
00041731,Middle aged,Good,No,,1820.48,33.9,2.8,42.3
00041666,Juvenile,Good,No,,233.02,,,
00031681,Over Mature,Fair,No,,91354.35,3143.0,35.4,1510.7
00019021,Over Mature,Good,No,,9398.56,215.3,8.2,327.1
00016283,Mature,Good,No,,4660.44,106.8,5.4,107.4
00017399,Middle aged,Good,No,,8811.14,184.6,6.4,91.0
00049576,Middle aged,Fair,No,,1242.78,23.3,2.0,15.9
00013756,Mature,Fair,No,,8861.31,361.4,10.8,254.1
00049955,Mature,Good,No,,2336.69,58.2,3.8,44.5
00032558,Middle aged,Good,No,,3236.42,67.9,4.1,167.0
00032298,Middle aged,Good,No,,1747.67,61.4,4.3,135.1
00015683,Mature,Fair,No,,3728.35,102.1,4.7,34.0
00060362,,,No,,,,,
00055490,Juvenile,Good,No,,103.57,1.6,0.5,5.7
00010707,Mature,Good,No,,3728.35,124.5,6.5,216.7
00059580,,,No,,,,,
00044767,Middle aged,Good,No,,2209.39,21.8,1.7,28.7
00020899,Mature,Fair,No,,107044.5,3870.6,37.1,807.2
00021245,Mature,Good,No,,66887.03,1906.1,29.5,352.2
00016825,Mature,Fair,No,,32285.06,966.2,13.3,376.0
00052872,Juvenile,Good,No,,422.9,3.2,0.7,4.5
00045245,Mature,Good,No,,3424.13,113.9,6.1,35.1
00014265,Middle aged,Fair,No,,4418.79,93.9,4.4,55.0
00003815,Middle aged,Good,No,,10904.57,273.6,8.4,340.3
00038167,Middle aged,Fair,No,,14503.94,,,
00001880,Middle aged,Fair,No,,6291.6,125.7,5.1,164.9
00047657,Middle aged,Fair,No,,970.92,10.1,1.2,38.0
00046948,Mature,Good,No,,3835.75,,,
01100513,Middle aged,Fair,No,,1456.39,33.9,2.5,14.4
00058802,Juvenile,Good,No,,0.0,,,
00051355,Middle aged,Fair,No,,4971.14,116.7,4.9,57.4
00021075,Mature,Good,No,,42293.5,783.1,12.5,545.2
00037151,Juvenile,Good,No,,6563.46,6.3,0.7,12.4
00054189,Mature,Good,No,,41089.55,1378.1,22.2,803.9
00002979,Over Mature,Fair,No,,4854.63,176.2,6.4,66.8
00045534,Mature,Fair,No,,21050.62,808.9,14.5,35.8
00046374,Mature,Good,No,,2078.5,24.1,2.3,47.5
00056044,Juvenile,Good,No,,258.91,3.7,0.8,13.2
00054950,Juvenile,Good,No,,317.17,1.5,0.5,3.3
00016694,Mature,Fair,No,,36128.12,906.9,17.1,823.5
00028139,Mature,Fair,No,,47129.79,1906.1,26.3,463.0
00050838,Middle aged,Good,No,,783.21,6.2,1.1,11.6
00049515,Juvenile,Good,No,,647.28,5.4,1.0,3.5
00002335,Juvenile,Good,No,,2157.61,,,
00017964,Mature,Good,No,,31905.68,1074.3,21.2,652.3
00011832,Middle aged,Good,No,,7078.05,95.2,4.2,277.7
00006130,Mature,Fair,No,,18879.1,406.9,8.6,305.8
00010536,Mature,Fair,No,,35350.31,1247.9,20.5,549.1
00015092,Mature,Good,No,,8861.31,359.4,11.9,210.2
00044882,Middle aged,Good,No,,2336.69,28.7,2.5,24.8
00058679,Juvenile,Good,No,,64.73,,,
00049049,Mature,Good,No,,539.4,13.2,1.6,54.5
00017387,Mature,Good,No,,16384.37,417.1,12.0,470.1
00005508,Mature,Good,No,,22370.12,369.6,9.1,341.4
00050801,Juvenile,Good,No,,970.92,3.7,0.7,12.8
00032519,Middle aged,Good,No,,1747.67,39.2,3.3,63.4
00008668,Middle aged,Fair,No,,4660.44,99.1,4.6,195.6
00041744,Middle aged,Fair,No,,2378.77,27.6,2.4,111.8
00003373,Mature,Fair,No,,23336.73,684.3,14.3,242.2
00058305,Juvenile,Good,No,,172.61,,,
00055338,Juvenile,Good,No,,345.22,1.8,0.5,3.7
00041019,Mature,Good,No,,2097.2,62.1,4.3,18.3
00013966,Mature,Good,No,,39646.12,1284.8,23.5,823.5
00046158,Middle aged,Good,No,,1165.11,20.8,2.1,11.2
00013323,Middle aged,Fair,No,,7309.99,225.8,7.0,49.3
00038378,Juvenile,Dead,No,,911.59,28.1,2.7,102.1
00057212,Juvenile,Good,No,,269.7,2.4,0.6,5.9
00049654,Middle aged,Good,No,,7.19,6.2,1.1,12.6
00020723,Mature,Fair,No,,91354.35,2543.3,31.3,1038.3
00037104,Mature,Fair,No,,6766.27,175.0,6.2,77.2
00014019,Mature,Fair,No,,19641.82,670.3,14.2,428.0
00059957,Middle aged,Fair,No,,1078.8,,,
00049916,Middle aged,Poor,No,,11668.37,368.4,9.4,246.5
00014685,Mature,Fair,No,,9786.92,187.5,5.5,4.5
00007695,Mature,Good,No,,19884.55,468.7,12.9,272.7
00035012,Mature,Fair,No,,7258.21,180.1,6.6,55.7
00012286,Middle aged,Fair,No,,5898.38,118.7,5.1,258.9
00051148,Juvenile,Good,No,,239.74,2.4,0.6,3.5
00011913,Juvenile,Fair,No,,2184.58,33.4,2.4,25.2
00019785,Middle aged,Fair,No,,911.59,23.1,2.1,57.8
00042126,Middle aged,Good,No,,8165.48,,,
00058400,Juvenile,Good,No,,1903.01,,,
00042125,Middle aged,Good,No,,1941.85,13.2,1.6,12.6
00020851,Mature,Good,No,,15957.69,373.5,11.3,272.7
00012239,Mature,Fair,No,,1456.39,33.9,2.5,48.2
00057093,Juvenile,Good,No,,349.53,,,
00009908,Middle aged,Fair,No,,10740.11,281.4,8.5,50.8
00010233,Over Mature,Fair,No,,53170.26,2156.0,26.8,145.3
00036270,Middle aged,Good,No,,863.04,2.9,0.2,20.0
00060276,Middle aged,Fair,No,,4142.62,,,
00004780,Middle aged,Good,No,,18131.49,612.4,15.1,278.2
00015866,Middle aged,Fair,No,,24977.46,556.0,8.9,251.8
00019585,Mature,Good,No,,26253.82,426.4,9.9,575.4
00000352,Middle aged,Good,No,,27273.29,731.2,16.8,456.1
00057236,Juvenile,Good,No,,115.07,1.4,0.4,6.1
00041973,Middle aged,Good,No,,932.09,23.1,2.4,12.6
00042019,Middle aged,Good,No,,3505.04,60.7,3.9,98.6
00056275,Middle aged,Fair,No,,690.44,7.2,1.0,28.1
00002700,Mature,Good,No,,112659.68,4633.4,35.6,1188.3
00004235,Mature,Fair,No,,5501.91,215.6,8.0,196.8
00055520,Middle aged,Good,No,,1941.85,23.3,2.2,23.8
00042102,Middle aged,Fair,No,,870.23,12.8,1.6,25.2
00001825,Mature,Good,No,,5825.55,215.6,8.9,201.3
00059415,Juvenile,Fair,No,,299.67,,,
00021611,Mature,Fair,No,,60595.43,1196.6,15.9,687.6
00011104,Mature,Fair,No,,6167.17,292.5,10.6,85.9
00056995,Juvenile,Good,No,,153.43,0.9,0.3,5.1
00011382,Mature,Fair,No,,9746.65,455.4,11.3,261.0
00038323,Middle aged,Fair,No,,699.07,9.6,1.2,14.1
00008776,Middle aged,Fair,No,,9976.79,230.1,7.5,242.2
00015010,Mature,Good,No,,13321.09,424.3,12.2,340.3
00059022,Mature,Fair,No,,11507.26,,,
00054767,Juvenile,Fair,No,,215.76,2.4,0.5,9.9
00001549,Mature,Fair,No,,28360.6,1121.1,17.4,294.3
00039186,Middle aged,Good,No,,2157.61,46.1,3.3,23.0
00014299,Middle aged,Fair,No,,6684.82,105.0,4.8,76.2
00018287,Mature,Good,No,,9786.92,187.5,6.2,169.3
00054588,Juvenile,Good,No,,613.72,9.7,1.4,14.2
00004661,Mature,Good,No,,6450.78,196.6,7.3,76.2
00059510,Juvenile,Fair,No,,179.8,,,
00060092,,,No,,,,,
00002529,Mature,Good,No,,35240.99,1250.4,20.8,746.5
00049377,Middle aged,Good,No,,3115.59,33.6,2.7,53.6
00002222,Mature,Fair,No,,40839.27,1721.3,22.3,591.5
00055240,Juvenile,Good,No,,115.07,1.5,0.5,9.3
00046010,Middle aged,Good,No,,1947.25,46.6,3.6,67.7
00052201,Middle aged,Fair,No,,4971.14,40.0,1.8,43.1
00049948,Middle aged,Good,No,,414.26,7.4,1.1,22.3
00056476,Juvenile,Good,No,,1456.39,39.8,3.3,113.1
00042205,Middle aged,Good,No,,863.04,15.0,1.7,24.7
00006420,Middle aged,Fair,No,,4195.36,77.8,4.0,76.0
00050374,Middle aged,Fair,No,,2114.46,29.1,2.3,41.2
00014481,Middle aged,Good,No,,7775.5,121.6,6.2,53.1
00058702,Juvenile,Good,No,,115.07,,,
00019681,Mature,Fair,No,,3424.13,94.8,5.0,95.7
00059061,Juvenile,Good,No,,153.43,,,
00031572,Middle aged,Good,No,,2209.39,33.6,2.7,33.1
00022621,Middle aged,Fair,No,,3480.95,86.1,4.8,44.5
00051791,Juvenile,Good,No,,317.17,2.7,0.7,9.9
00052432,Juvenile,Good,No,,352.41,2.7,0.7,3.5
00022696,Mature,Fair,No,,8462.87,383.6,11.0,60.8
00056543,Juvenile,Good,No,,179.8,2.7,0.7,9.9
00000351,Middle aged,Fair,No,,15664.26,301.0,7.2,190.5
00049799,Juvenile,Good,No,,345.22,6.6,1.1,4.0
00057249,Juvenile,Good,No,,215.76,3.2,0.7,12.5
00052444,Juvenile,Good,No,,460.29,8.6,1.4,11.6
00046076,Juvenile,Good,No,,179.8,,,
00038916,Mature,Fair,No,,6892.13,359.4,10.6,229.1
00050005,Juvenile,Good,No,,269.7,1.8,0.4,14.6
00017684,Mature,Good,No,,50332.76,930.3,15.5,622.6
00058886,Juvenile,Dead,No,,153.43,,,
00017103,Mature,Fair,No,,11815.08,328.8,8.8,246.5
00005007,Mature,Good,No,,11223.89,142.1,5.3,442.7
00058628,Juvenile,Good,No,,191.79,,,
00010686,Mature,Fair,No,,17502.54,676.9,14.2,56.0
00011855,Mature,Fair,No,,44740.23,1361.3,19.4,413.4
00059170,Juvenile,Fair,No,,1078.8,,,
00039058,Mature,Fair,No,,407.79,9.8,1.2,37.1
00051423,Juvenile,Good,No,,582.56,2.7,0.7,23.6
00018404,Mature,Fair,No,,18131.49,596.5,13.2,219.6
00021135,Mature,Fair,No,,9398.56,232.5,7.5,76.0
00010174,Mature,Good,No,,16781.42,653.9,14.6,591.5
00059837,,,No,,,,,
00006711,Mature,Good,No,,22843.71,509.5,11.0,442.7
00059441,Juvenile,Good,No,,115.07,,,
00012316,Mature,Fair,No,,34953.31,1189.2,20.0,929.0
00054050,Middle aged,Fair,No,,2078.5,53.4,3.5,47.5
00020795,Mature,Fair,No,,41021.59,755.4,12.2,365.0
00011174,Middle aged,Fair,No,,11893.83,217.9,6.3,111.5
00014539,Mature,Fair,No,,25166.38,729.9,13.7,405.1
00015152,Over Mature,Fair,No,,5183.66,192.3,6.8,124.0
00042233,Middle aged,Good,No,,4660.44,59.5,3.8,157.5
00041337,Middle aged,Good,No,,1618.21,33.9,2.8,29.3
00027191,Mature,Good,No,,20721.7,611.7,14.0,292.4
00031880,Middle aged,Good,No,,4281.79,60.7,3.9,50.8
00038016,Mature,Good,No,,3424.13,112.8,6.1,59.5
00048593,Middle aged,Good,No,,4281.79,41.3,2.8,127.8
00021975,Over Mature,Good,No,,47129.79,755.4,13.7,162.2
00017875,Mature,Good,No,,67001.92,4681.7,36.1,1112.9
00032958,Middle aged,Good,No,,7364.65,185.1,5.9,109.8
00011594,Middle aged,Good,No,,3171.69,85.4,4.6,76.3
00001188,Mature,Fair,No,,6291.6,87.7,4.3,58.5
00005259,Mature,Fair,No,,2621.5,101.3,5.1,122.4
00037048,Middle aged,Fair,No,,7732.88,154.3,6.0,139.2
00001015,Mature,Fair,No,,4854.63,140.3,5.6,97.2
00039219,Middle aged,Good,No,,1456.39,33.1,3.0,29.6
00053220,Juvenile,Good,No,,776.74,3.7,0.8,11.6
